step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0	Fmax
4.344e+06	4344	2.43224	14593.4	227.686	2449.42	0	0	-11260.3	0	0	0	8165.34
4.345e+06	4345	2.47234	14834	227.665	2437.7	0	0	-11557.8	0	0	0	7039.19
4.346e+06	4346	2.49124	14947.5	203.624	2372.6	0	0	-11686.9	0	0	0	7016.14
4.347e+06	4347	2.52427	15145.6	191.877	2415.67	0	0	-11706	0	0	0	7000
4.348e+06	4348	2.48668	14920.1	222.157	2517.12	0	0	-11489.3	0	0	0	7000
4.349e+06	4349	2.46058	14763.5	175.189	2483.6	0	0	-11400.8	0	0	0	7000
4.35e+06	4350	2.42492	14549.5	141.973	2565.65	0	0	-11416	0	0	0	7000
4.351e+06	4351	2.52515	15150.9	177.993	2347.33	0	0	-11262	0	0	0	7000
4.352e+06	4352	2.51384	15083.1	176.942	2301.92	0	0	-11316.6	0	0	0	7559.88
4.353e+06	4353	2.44518	14671.1	215.3	2560.34	0	0	-11397	0	0	0	7000
4.354e+06	4354	2.52983	15179	170.433	2480.85	0	0	-11203.3	0	0	0	7000
4.355e+06	4355	2.51211	15072.7	218.717	2576.96	0	0	-11227.8	0	0	0	7000
4.356e+06	4356	2.53106	15186.3	157.234	2514.38	0	0	-11519.9	0	0	0	7000
4.357e+06	4357	2.53587	15215.2	214.045	2496.23	0	0	-11377.6	0	0	0	7143.05
4.358e+06	4358	2.47845	14870.7	183.91	2475.27	0	0	-11553.8	0	0	0	7000
4.359e+06	4359	2.46133	14768	181.505	2458.74	0	0	-11268.7	0	0	0	7000
4.36e+06	4360	2.45252	14715.1	169.722	2410.84	0	0	-11396.1	0	0	0	7000
4.361e+06	4361	2.43313	14598.8	184.875	2569.92	0	0	-11456	0	0	0	7000
4.362e+06	4362	2.44351	14661.1	192.181	2365.93	0	0	-11276.6	0	0	0	7000
4.363e+06	4363	2.51851	15111	198.198	2406.7	0	0	-11148.1	0	0	0	7000
4.364e+06	4364	2.45679	14740.8	191.83	2519.23	0	0	-11295.2	0	0	0	7000
4.365e+06	4365	2.4799	14879.4	155.934	2374.24	0	0	-11278.4	0	0	0	7000
4.366e+06	4366	2.44948	14696.9	180.327	2429.32	0	0	-11089.8	0	0	0	7000
4.367e+06	4367	2.46263	14775.8	184.62	2532.93	0	0	-11506	0	0	0	7000
4.368e+06	4368	2.4661	14796.6	174.84	2471.27	0	0	-11242.2	0	0	0	7000
4.369e+06	4369	2.47419	14845.1	176.916	2355.35	0	0	-11139.6	0	0	0	7000
4.37e+06	4370	2.44021	14641.3	144.092	2303.28	0	0	-11477.8	0	0	0	7000
4.371e+06	4371	2.45217	14713	176.929	2543.35	0	0	-11674.3	0	0	0	7000
4.372e+06	4372	2.51064	15063.8	172.433	2387.22	0	0	-11479	0	0	0	7000
4.373e+06	4373	2.50321	15019.3	187.778	2343.35	0	0	-11806.8	0	0	0	7000
4.374e+06	4374	2.45562	14733.7	249.498	2443.75	0	0	-11772.4	0	0	0	7000
4.375e+06	4375	2.46054	14763.3	168.565	2372.83	0	0	-11874	0	0	0	7000
4.376e+06	4376	2.50377	15022.6	193.764	2474.98	0	0	-11625.7	0	0	0	7000
4.377e+06	4377	2.47686	14861.2	163.042	2467.65	0	0	-11533.2	0	0	0	7052.05
4.378e+06	4378	2.50266	15015.9	180.32	2466.41	0	0	-11489	0	0	0	7267.02
4.379e+06	4379	2.42849	14570.9	173.28	2703.78	0	0	-11607.7	0	0	0	7000
4.38e+06	4380	2.46164	14769.9	181.225	2526.45	0	0	-11736.4	0	0	0	7000
4.381e+06	4381	2.47274	14836.5	179.911	2486.69	0	0	-11381.7	0	0	0	7000
4.382e+06	4382	2.47271	14836.3	185.221	2494.43	0	0	-11402.7	0	0	0	7001.93
4.383e+06	4383	2.44161	14649.6	154.572	2314.37	0	0	-11604.4	0	0	0	7344.06
4.384e+06	4384	2.511	15066	170.246	2459.07	0	0	-11706.7	0	0	0	7000
4.385e+06	4385	2.46093	14765.6	175.145	2456.11	0	0	-11552.5	0	0	0	7000
4.386e+06	4386	2.49057	14943.4	176.653	2330.26	0	0	-11510.4	0	0	0	7000
4.387e+06	4387	2.4404	14642.4	138.636	2377.23	0	0	-11535.5	0	0	0	7000
4.388e+06	4388	2.48075	14884.5	177.225	2391.72	0	0	-11435.9	0	0	0	7000
4.389e+06	4389	2.43747	14624.8	240.946	2423.76	0	0	-11459.3	0	0	0	7066.61
4.39e+06	4390	2.44754	14685.2	201.097	2292.83	0	0	-11553.9	0	0	0	7000
4.391e+06	4391	2.47007	14820.4	160.701	2415.86	0	0	-11610.4	0	0	0	7000
4.392e+06	4392	2.48066	14883.9	165.818	2524.08	0	0	-11387.8	0	0	0	7000
4.393e+06	4393	2.49453	14967.2	173.707	2445.19	0	0	-11450.3	0	0	0	7000
4.394e+06	4394	2.46341	14780.5	166.144	2489.9	0	0	-11349.9	0	0	0	7000
4.395e+06	4395	2.43694	14621.6	195.989	2372.99	0	0	-11489.8	0	0	0	7000
4.396e+06	4396	2.42701	14562	208.616	2562.71	0	0	-11258.3	0	0	0	7000
4.397e+06	4397	2.50507	15030.4	186.517	2512.89	0	0	-11453.7	0	0	0	7136.74
4.398e+06	4398	2.49552	14973.1	181.666	2401.68	0	0	-11636.6	0	0	0	7000
4.399e+06	4399	2.42822	14569.3	177.611	2322.46	0	0	-11494	0	0	0	7286.34
4.4e+06	4400	2.55052	15303.1	186.285	2416.84	0	0	-11557.7	0	0	0	7140.37
4.401e+06	4401	2.50772	15046.3	179.146	2450.57	0	0	-11421.8	0	0	0	7000
4.402e+06	4402	2.47802	14868.1	174.479	2439.65	0	0	-11645.9	0	0	0	7019.9
4.403e+06	4403	2.48671	14920.3	141.392	2576.05	0	0	-11767.3	0	0	0	7000
4.404e+06	4404	2.54013	15240.8	230.584	2411.58	0	0	-11757.4	0	0	0	7108.18
4.405e+06	4405	2.50109	15006.6	156.062	2436.43	0	0	-11710.1	0	0	0	7000
4.406e+06	4406	2.43162	14589.7	154.244	2276.42	0	0	-11541.9	0	0	0	7000
4.407e+06	4407	2.48094	14885.6	190.322	2333.2	0	0	-11727.7	0	0	0	7330.12
4.408e+06	4408	2.37258	14235.5	148.605	2429.23	0	0	-11511.4	0	0	0	7000
4.409e+06	4409	2.53503	15210.2	165.237	2458.6	0	0	-11388.3	0	0	0	7000
4.41e+06	4410	2.44061	14643.7	176.143	2304.94	0	0	-11515.9	0	0	0	7000
4.411e+06	4411	2.4418	14650.8	163.326	2632.97	0	0	-11546.5	0	0	0	7000
4.412e+06	4412	2.48134	14888.1	174.774	2510.75	0	0	-11457	0	0	0	7000
4.413e+06	4413	2.46575	14794.5	187.09	2450.8	0	0	-11525.8	0	0	0	7000
4.414e+06	4414	2.47987	14879.2	188.702	2546.78	0	0	-11550.6	0	0	0	7000
4.415e+06	4415	2.48231	14893.9	166.164	2450.96	0	0	-11525.6	0	0	0	7311.63
4.416e+06	4416	2.54529	15271.8	179.514	2276.9	0	0	-11558.3	0	0	0	7000
4.417e+06	4417	2.47799	14867.9	164.44	2438.77	0	0	-11444.2	0	0	0	7000
4.418e+06	4418	2.51959	15117.6	120.131	2426.27	0	0	-11650.6	0	0	0	7000
4.419e+06	4419	2.50221	15013.2	158.71	2464.84	0	0	-11414.9	0	0	0	7000
4.42e+06	4420	2.45022	14701.3	156.062	2408.77	0	0	-11578.3	0	0	0	7000
4.421e+06	4421	2.4531	14718.6	146.102	2386.9	0	0	-11670.8	0	0	0	7000
4.422e+06	4422	2.43056	14583.3	176.132	2469.32	0	0	-11675.8	0	0	0	7000
4.423e+06	4423	2.47696	14861.7	200.907	2399.04	0	0	-11464.4	0	0	0	7000
4.424e+06	4424	2.49563	14973.8	203.352	2493.85	0	0	-11546	0	0	0	7000
4.425e+06	4425	2.48898	14933.9	184.917	2461.86	0	0	-11679.7	0	0	0	7000
4.426e+06	4426	2.4419	14651.4	145.118	2304.87	0	0	-11566.9	0	0	0	7000
4.427e+06	4427	2.46409	14784.6	142.323	2397.46	0	0	-11718.6	0	0	0	7000
4.428e+06	4428	2.47221	14833.3	185.51	2420.93	0	0	-11918.8	0	0	0	7298.11
4.429e+06	4429	2.50595	15035.7	159.06	2476.39	0	0	-11514	0	0	0	7000
4.43e+06	4430	2.45083	14705	160.374	2312.92	0	0	-11735.7	0	0	0	7000
4.431e+06	4431	2.44463	14667.8	184.035	2446.05	0	0	-11597.7	0	0	0	7000
4.432e+06	4432	2.4356	14613.6	172.408	2535.25	0	0	-11292.4	0	0	0	7001.15
4.433e+06	4433	2.50092	15005.5	154.259	2459.69	0	0	-11623.1	0	0	0	7000
4.434e+06	4434	2.43897	14633.8	190.662	2501.18	0	0	-11551.2	0	0	0	7366.85
4.435e+06	4435	2.44909	14694.5	134.822	2539.94	0	0	-11404.5	0	0	0	7000
4.436e+06	4436	2.44768	14686.1	160.208	2421.26	0	0	-11731.9	0	0	0	7000
4.437e+06	4437	2.41987	14519.2	182.877	2376.59	0	0	-11469.1	0	0	0	7147.37
4.438e+06	4438	2.57638	15458.3	184.516	2464.32	0	0	-11360	0	0	0	7000
4.439e+06	4439	2.49516	14970.9	185.33	2426.43	0	0	-11184	0	0	0	7000
4.44e+06	4440	2.47775	14866.5	146.469	2328.86	0	0	-11329.3	0	0	0	7000
4.441e+06	4441	2.4549	14729.4	177.886	2275.14	0	0	-11559	0	0	0	7000
4.442e+06	4442	2.49437	14966.2	178.213	2466.19	0	0	-11271.7	0	0	0	7000
4.443e+06	4443	2.50849	15050.9	204.764	2414.36	0	0	-11519.6	0	0	0	7000
4.444e+06	4444	2.47477	14848.6	167.274	2532.53	0	0	-11354.1	0	0	0	7000
4.445e+06	4445	2.44915	14694.9	206.575	2379.91	0	0	-11628.5	0	0	0	7000
4.446e+06	4446	2.46941	14816.5	211.821	2190.14	0	0	-11277.9	0	0	0	7000
4.447e+06	4447	2.4871	14922.6	175.734	2399.67	0	0	-11300.4	0	0	0	7000
4.448e+06	4448	2.4643	14785.8	190.641	2398.37	0	0	-11456.9	0	0	0	7000
4.449e+06	4449	2.49044	14942.6	188.261	2469.36	0	0	-11501.6	0	0	0	7000
4.45e+06	4450	2.50289	15017.4	145.178	2351.33	0	0	-11630	0	0	0	7000
4.451e+06	4451	2.46736	14804.2	157.736	2409.29	0	0	-11638.3	0	0	0	7000
4.452e+06	4452	2.53314	15198.8	172.661	2491.05	0	0	-11671	0	0	0	7000
4.453e+06	4453	2.49586	14975.1	167.506	2427.51	0	0	-11392.9	0	0	0	7000
4.454e+06	4454	2.49325	14959.5	153.275	2633.19	0	0	-11260.8	0	0	0	7604.37
4.455e+06	4455	2.51367	15082	171.628	2322.64	0	0	-11326.4	0	0	0	7000
4.456e+06	4456	2.461	14766	178.012	2392.25	0	0	-11534.2	0	0	0	7000
4.457e+06	4457	2.48721	14923.3	189.409	2382.63	0	0	-11469.5	0	0	0	7000
4.458e+06	4458	2.44224	14653.4	152.145	2318.3	0	0	-11195.1	0	0	0	7000
4.459e+06	4459	2.47369	14842.1	164.309	2414.85	0	0	-11514.1	0	0	0	7000
4.46e+06	4460	2.44122	14647.3	204.546	2398.03	0	0	-11510.2	0	0	0	7000
4.461e+06	4461	2.51014	15060.9	211.644	2546.5	0	0	-11346.6	0	0	0	7000
4.462e+06	4462	2.49496	14969.8	151.348	2333.18	0	0	-11516.8	0	0	0	7000
4.463e+06	4463	2.47751	14865	198.254	2359.67	0	0	-11551.5	0	0	0	7000
4.464e+06	4464	2.48578	14914.7	155.093	2461.01	0	0	-11431.5	0	0	0	7226.12
4.465e+06	4465	2.47956	14877.3	170.137	2457.22	0	0	-11527.9	0	0	0	7000
4.466e+06	4466	2.5015	15009	150.141	2454.98	0	0	-11408.6	0	0	0	7000
4.467e+06	4467	2.4534	14720.4	191.796	2427.84	0	0	-11549.5	0	0	0	7000
4.468e+06	4468	2.45202	14712.1	152.847	2530.62	0	0	-11530.3	0	0	0	7000
4.469e+06	4469	2.48995	14939.7	184.282	2423.59	0	0	-11535.7	0	0	0	7000
4.47e+06	4470	2.46445	14786.7	130.232	2385.9	0	0	-11397.7	0	0	0	7000
4.471e+06	4471	2.45159	14709.6	214.193	2467.78	0	0	-11475.6	0	0	0	7000
4.472e+06	4472	2.4943	14965.8	214.427	2431.01	0	0	-11639.8	0	0	0	7000
4.473e+06	4473	2.46583	14795	189.426	2560.07	0	0	-11352.1	0	0	0	7000
4.474e+06	4474	2.45592	14735.5	188.392	2498.19	0	0	-11365	0	0	0	7000
4.475e+06	4475	2.49704	14982.3	201.969	2543.52	0	0	-11518.6	0	0	0	7058.23
4.476e+06	4476	2.53122	15187.3	165.904	2381.17	0	0	-11571.6	0	0	0	7000
4.477e+06	4477	2.48972	14938.3	172.136	2332.08	0	0	-11638.6	0	0	0	7000
4.478e+06	4478	2.46707	14802.4	161.797	2411.97	0	0	-11614.4	0	0	0	7000
4.479e+06	4479	2.44919	14695.1	160.766	2373.51	0	0	-11452.3	0	0	0	7000
4.48e+06	4480	2.51257	15075.4	159.153	2397.03	0	0	-11487.1	0	0	0	7000
4.481e+06	4481	2.45512	14730.7	184.35	2412.76	0	0	-11488.8	0	0	0	7000
4.482e+06	4482	2.51139	15068.3	193.149	2414.38	0	0	-11454.3	0	0	0	7000
4.483e+06	4483	2.46786	14807.1	168.977	2368.27	0	0	-11636.6	0	0	0	7000
4.484e+06	4484	2.48381	14902.9	161.818	2354.78	0	0	-11482.1	0	0	0	7000
4.485e+06	4485	2.41699	14501.9	148.468	2433.16	0	0	-11451.8	0	0	0	7000
4.486e+06	4486	2.53717	15223	216.884	2291.59	0	0	-11628.3	0	0	0	7073.06
4.487e+06	4487	2.45094	14705.7	174.59	2376.94	0	0	-11339.8	0	0	0	7000
4.488e+06	4488	2.50868	15052.1	154.636	2404.48	0	0	-11440.1	0	0	0	7000
4.489e+06	4489	2.47587	14855.2	194.057	2420.24	0	0	-11355.9	0	0	0	7000
4.49e+06	4490	2.44984	14699	164.472	2455.24	0	0	-11445.2	0	0	0	7000
4.491e+06	4491	2.45963	14757.8	158.359	2481.45	0	0	-11491.6	0	0	0	7000
4.492e+06	4492	2.42184	14531.1	162.419	2480.79	0	0	-11523.5	0	0	0	7000
4.493e+06	4493	2.48511	14910.6	174.899	2363.35	0	0	-11619.7	0	0	0	7000
4.494e+06	4494	2.46299	14777.9	143.255	2348.63	0	0	-11375.4	0	0	0	7000
4.495e+06	4495	2.52258	15135.5	209.726	2548.41	0	0	-11461.6	0	0	0	7000
4.496e+06	4496	2.44967	14698	201.638	2346.95	0	0	-11342	0	0	0	7000
4.497e+06	4497	2.46437	14786.2	169.622	2344.95	0	0	-11445.3	0	0	0	7000
4.498e+06	4498	2.45658	14739.5	165.252	2468.22	0	0	-11477.1	0	0	0	7229.52
4.499e+06	4499	2.51131	15067.9	179.949	2326.01	0	0	-11477.6	0	0	0	7000
4.5e+06	4500	2.48766	14926	143.895	2400.1	0	0	-11630.4	0	0	0	7152.78
4.501e+06	4501	2.46656	14799.4	136.538	2423.56	0	0	-11403	0	0	0	7000
4.502e+06	4502	2.48728	14923.7	185.291	2340.33	0	0	-11364.5	0	0	0	7000
4.503e+06	4503	2.47978	14878.7	140.654	2465.47	0	0	-11522.9	0	0	0	7000
4.504e+06	4504	2.45842	14750.5	176.585	2449.93	0	0	-11569.2	0	0	0	7000
4.505e+06	4505	2.48326	14899.5	169.967	2381.51	0	0	-11551.2	0	0	0	7000
4.506e+06	4506	2.51802	15108.1	163.698	2414.9	0	0	-11719.4	0	0	0	7000
4.507e+06	4507	2.51245	15074.7	175.869	2468.88	0	0	-11703.1	0	0	0	7000
4.508e+06	4508	2.48987	14939.2	186.66	2345.41	0	0	-11700.9	0	0	0	7195.93
4.509e+06	4509	2.45752	14745.1	191.735	2482.3	0	0	-11620.5	0	0	0	7000
4.51e+06	4510	2.51745	15104.7	196.165	2394.3	0	0	-11441.1	0	0	0	7000
4.511e+06	4511	2.48241	14894.5	202.849	2419.18	0	0	-11561.9	0	0	0	7000
4.512e+06	4512	2.47855	14871.3	170.943	2474.92	0	0	-11575.8	0	0	0	7000
4.513e+06	4513	2.43472	14608.3	206.709	2356.94	0	0	-11727.5	0	0	0	7000
4.514e+06	4514	2.46635	14798.1	169.854	2390.34	0	0	-11680.4	0	0	0	7285.42
4.515e+06	4515	2.55002	15300.1	166.339	2353.46	0	0	-11236.2	0	0	0	7000
4.516e+06	4516	2.48665	14919.9	171.149	2318.73	0	0	-11388.2	0	0	0	7000
4.517e+06	4517	2.4638	14782.8	156.56	2377	0	0	-11364.4	0	0	0	7000
4.518e+06	4518	2.4865	14919	164.875	2440.28	0	0	-11361.4	0	0	0	7000
4.519e+06	4519	2.49245	14954.7	153.295	2562.03	0	0	-11575.9	0	0	0	7000
4.52e+06	4520	2.44489	14669.3	146.438	2366.4	0	0	-11524.5	0	0	0	7000
4.521e+06	4521	2.49104	14946.2	200.288	2357.67	0	0	-11424.4	0	0	0	7000
4.522e+06	4522	2.52389	15143.3	166.288	2373.5	0	0	-11336.5	0	0	0	7000
4.523e+06	4523	2.45718	14743.1	151.448	2554.7	0	0	-11549.9	0	0	0	7000
4.524e+06	4524	2.49197	14951.8	173.888	2500.46	0	0	-11306.7	0	0	0	7000
4.525e+06	4525	2.49577	14974.6	178.617	2436.35	0	0	-11224.9	0	0	0	7000
4.526e+06	4526	2.42162	14529.7	180.193	2497.57	0	0	-11646.7	0	0	0	8730.49
4.527e+06	4527	2.46835	14810.1	183.717	2542.93	0	0	-11647.6	0	0	0	7000
4.528e+06	4528	2.49914	14994.9	141.207	2493.8	0	0	-11661.3	0	0	0	7000
4.529e+06	4529	2.47099	14825.9	180.833	2375.77	0	0	-11740.1	0	0	0	7000
4.53e+06	4530	2.42927	14575.6	209.287	2470.33	0	0	-11504.9	0	0	0	7215.38
4.531e+06	4531	2.46652	14799.1	180.263	2405.89	0	0	-11419.1	0	0	0	7000
4.532e+06	4532	2.484	14904	177.669	2590.4	0	0	-11473.3	0	0	0	7000
4.533e+06	4533	2.48226	14893.6	151.823	2252.07	0	0	-11507.6	0	0	0	7000
4.534e+06	4534	2.45734	14744.1	216.471	2293.61	0	0	-11693.1	0	0	0	7000
4.535e+06	4535	2.50709	15042.6	138.752	2289.55	0	0	-11483.4	0	0	0	7000
4.536e+06	4536	2.48982	14938.9	177.696	2395.56	0	0	-11629.6	0	0	0	7303.76
4.537e+06	4537	2.50543	15032.6	179.6	2452.07	0	0	-11581.9	0	0	0	7000
4.538e+06	4538	2.4342	14605.2	186.507	2367.96	0	0	-11857.3	0	0	0	7000
4.539e+06	4539	2.47526	14851.6	238.42	2423.78	0	0	-11704.4	0	0	0	7137.73
4.54e+06	4540	2.479	14874	176.492	2492.18	0	0	-11635.2	0	0	0	7000
4.541e+06	4541	2.55245	15314.7	179.269	2466.07	0	0	-11701.7	0	0	0	7000
4.542e+06	4542	2.4233	14539.8	216.759	2449.09	0	0	-11407.9	0	0	0	7000
4.543e+06	4543	2.54248	15254.9	171.15	2596.32	0	0	-11642.1	0	0	0	7000
4.544e+06	4544	2.40373	14422.4	197.054	2497.87	0	0	-11656.5	0	0	0	7000
4.545e+06	4545	2.4439	14663.4	180.97	2424.38	0	0	-11319	0	0	0	7000
4.546e+06	4546	2.4485	14691	171.209	2492.7	0	0	-11507.7	0	0	0	7000
4.547e+06	4547	2.50633	15038	179.797	2387.91	0	0	-11740.3	0	0	0	7000
4.548e+06	4548	2.43829	14629.7	169.788	2512.52	0	0	-12087.1	0	0	0	7000
4.549e+06	4549	2.49926	14995.5	139.497	2587.67	0	0	-11742.4	0	0	0	7000
4.55e+06	4550	2.48617	14917	166.449	2563.05	0	0	-11532.7	0	0	0	7000
4.551e+06	4551	2.43004	14580.3	202.444	2424.96	0	0	-11549.9	0	0	0	7000
4.552e+06	4552	2.5223	15133.8	187.761	2450.33	0	0	-11820.4	0	0	0	7000
4.553e+06	4553	2.45403	14724.2	195.144	2423.18	0	0	-11389.6	0	0	0	7070.75
4.554e+06	4554	2.50033	15002	177.988	2486.66	0	0	-11680.9	0	0	0	7000
4.555e+06	4555	2.45036	14702.1	158.929	2524.71	0	0	-11573.1	0	0	0	7000
4.556e+06	4556	2.5022	15013.2	199.242	2389.55	0	0	-11678.8	0	0	0	7555.66
4.557e+06	4557	2.47959	14877.5	175.8	2729.37	0	0	-11677.7	0	0	0	7318.81
4.558e+06	4558	2.47457	14847.4	193.607	2412.65	0	0	-11631.4	0	0	0	7000
4.559e+06	4559	2.44268	14656.1	188.086	2420.07	0	0	-11707	0	0	0	7018.45
4.56e+06	4560	2.49083	14945	212.643	2373.02	0	0	-11489.4	0	0	0	7033.44
4.561e+06	4561	2.5137	15082.2	153.286	2366.69	0	0	-11460.4	0	0	0	7045.46
4.562e+06	4562	2.44792	14687.5	206.621	2611.59	0	0	-11562.5	0	0	0	7000
4.563e+06	4563	2.52302	15138.1	149.943	2476.62	0	0	-11580.8	0	0	0	7000
4.564e+06	4564	2.49303	14958.2	205.585	2430.05	0	0	-11560.3	0	0	0	7000
4.565e+06	4565	2.54769	15286.1	186.951	2460.79	0	0	-11668.8	0	0	0	7000
4.566e+06	4566	2.50785	15047.1	208.961	2463.01	0	0	-11447.6	0	0	0	7000
4.567e+06	4567	2.48653	14919.2	220.783	2362.7	0	0	-11093.2	0	0	0	7000
4.568e+06	4568	2.49279	14956.8	207.943	2463.57	0	0	-11393.9	0	0	0	7000
4.569e+06	4569	2.47185	14831.1	157.038	2425.57	0	0	-11558.6	0	0	0	7000
4.57e+06	4570	2.48074	14884.5	148.099	2355.25	0	0	-11668.9	0	0	0	7000
4.571e+06	4571	2.52479	15148.8	148.532	2485.57	0	0	-11583	0	0	0	7000
4.572e+06	4572	2.4552	14731.2	183.093	2406.15	0	0	-11487.1	0	0	0	7000
4.573e+06	4573	2.5103	15061.8	208.351	2376.14	0	0	-11669.9	0	0	0	7000
4.574e+06	4574	2.45699	14741.9	186.732	2525.33	0	0	-11412.3	0	0	0	7000
4.575e+06	4575	2.5019	15011.4	220.217	2396.37	0	0	-11426.7	0	0	0	7000
4.576e+06	4576	2.4	14400	173.824	2371.46	0	0	-11624.1	0	0	0	7000
4.577e+06	4577	2.42951	14577.1	195.114	2491.05	0	0	-11481.1	0	0	0	7000
4.578e+06	4578	2.49156	14949.3	157.924	2457.15	0	0	-11490.1	0	0	0	7000
4.579e+06	4579	2.47428	14845.7	155.408	2402.98	0	0	-11477.1	0	0	0	7000
4.58e+06	4580	2.42008	14520.5	169.45	2461.85	0	0	-11593.3	0	0	0	7000
4.581e+06	4581	2.39728	14383.7	150.83	2444.1	0	0	-11395.1	0	0	0	7000
4.582e+06	4582	2.45484	14729.1	189.293	2485.27	0	0	-11556.6	0	0	0	7218.05
4.583e+06	4583	2.45572	14734.3	198.434	2476.51	0	0	-11496.6	0	0	0	7000
4.584e+06	4584	2.4548	14728.8	181.055	2544.55	0	0	-11621.8	0	0	0	7000
4.585e+06	4585	2.50741	15044.5	194.652	2400.73	0	0	-11328.9	0	0	0	7000
4.586e+06	4586	2.5461	15276.6	199.896	2516.41	0	0	-11395.9	0	0	0	7000
4.587e+06	4587	2.5145	15087	189.369	2477.51	0	0	-11547.6	0	0	0	7000
4.588e+06	4588	2.49512	14970.7	153.773	2465.18	0	0	-11615.4	0	0	0	7000
4.589e+06	4589	2.44872	14692.3	211.805	2537.99	0	0	-11454.9	0	0	0	7000
4.59e+06	4590	2.48366	14902	140.748	2403.91	0	0	-11502	0	0	0	7000
4.591e+06	4591	2.47637	14858.2	174.699	2480.06	0	0	-11548.1	0	0	0	7000
4.592e+06	4592	2.50289	15017.3	211.838	2549.62	0	0	-11503.9	0	0	0	7000
4.593e+06	4593	2.47364	14841.8	202.02	2387.79	0	0	-11649.4	0	0	0	7000
4.594e+06	4594	2.54022	15241.3	184.674	2437.08	0	0	-11659.1	0	0	0	7000
4.595e+06	4595	2.41304	14478.2	162.603	2424.7	0	0	-11875.8	0	0	0	7000
4.596e+06	4596	2.46925	14815.5	177.535	2426.71	0	0	-11695.8	0	0	0	7000
4.597e+06	4597	2.47644	14858.6	160.922	2511.64	0	0	-11385.5	0	0	0	7000
4.598e+06	4598	2.47445	14846.7	184.502	2417.08	0	0	-11644.5	0	0	0	7000
4.599e+06	4599	2.41501	14490.1	176.05	2443.89	0	0	-11708.9	0	0	0	7000
4.6e+06	4600	2.49101	14946	173.389	2470.37	0	0	-11532.2	0	0	0	7000
4.601e+06	4601	2.52231	15133.9	186.319	2427.59	0	0	-11771.7	0	0	0	7000
4.602e+06	4602	2.51772	15106.3	129.263	2479.17	0	0	-11457.4	0	0	0	7000
4.603e+06	4603	2.54169	15250.1	199.947	2529.38	0	0	-11474.8	0	0	0	7000
4.604e+06	4604	2.51632	15097.9	169.406	2385.03	0	0	-11620.9	0	0	0	7000
4.605e+06	4605	2.43739	14624.3	190.197	2427.8	0	0	-11338.9	0	0	0	7000
4.606e+06	4606	2.48946	14936.8	154.303	2384.55	0	0	-11652.7	0	0	0	7000
4.607e+06	4607	2.45044	14702.6	163.704	2361.1	0	0	-11571.8	0	0	0	7000
4.608e+06	4608	2.52953	15177.2	190.453	2423.74	0	0	-11430.8	0	0	0	7000
4.609e+06	4609	2.48013	14880.8	151.656	2491.41	0	0	-11495	0	0	0	7293.28
4.61e+06	4610	2.51748	15104.9	176.638	2467.49	0	0	-11491.7	0	0	0	7000
4.611e+06	4611	2.48785	14927.1	195.079	2446.35	0	0	-11416.6	0	0	0	7000
4.612e+06	4612	2.48662	14919.7	161.938	2353.2	0	0	-11677.4	0	0	0	7000
4.613e+06	4613	2.49638	14978.3	187.681	2354.33	0	0	-11482.7	0	0	0	7104.15
4.614e+06	4614	2.44535	14672.1	160.94	2319.18	0	0	-11498.7	0	0	0	7000
4.615e+06	4615	2.39786	14387.1	162.121	2407.36	0	0	-11409.5	0	0	0	7000
4.616e+06	4616	2.44747	14684.8	194.194	2365.49	0	0	-11351.5	0	0	0	7000
4.617e+06	4617	2.51686	15101.1	170.232	2342.58	0	0	-11544.4	0	0	0	7000
4.618e+06	4618	2.42664	14559.8	178.362	2310.06	0	0	-11553.2	0	0	0	7000
4.619e+06	4619	2.50275	15016.5	159.017	2431.75	0	0	-11445.6	0	0	0	7000
4.62e+06	4620	2.52558	15153.5	178.58	2395.85	0	0	-11363	0	0	0	7000
4.621e+06	4621	2.43553	14613.2	171.237	2322.98	0	0	-11595.4	0	0	0	7074.37
4.622e+06	4622	2.49398	14963.9	149.185	2380.92	0	0	-11625.7	0	0	0	7000
4.623e+06	4623	2.48818	14929.1	188.152	2538.06	0	0	-11649.5	0	0	0	7000
4.624e+06	4624	2.466	14796	142.329	2401.09	0	0	-11595.7	0	0	0	7000
4.625e+06	4625	2.52484	15149	195.102	2348.3	0	0	-11580.7	0	0	0	7000
4.626e+06	4626	2.46368	14782.1	168.083	2412.42	0	0	-11490.8	0	0	0	7000
4.627e+06	4627	2.47735	14864.1	152.36	2497.28	0	0	-11669.1	0	0	0	7000
4.628e+06	4628	2.47796	14867.8	172.301	2315.01	0	0	-11674	0	0	0	7000
4.629e+06	4629	2.46298	14777.9	140.122	2376.41	0	0	-11653.4	0	0	0	7000
4.63e+06	4630	2.49888	14993.3	199.589	2368.42	0	0	-11469.3	0	0	0	7000
4.631e+06	4631	2.49613	14976.8	186.96	2454.9	0	0	-11377.6	0	0	0	7000
4.632e+06	4632	2.52999	15179.9	153.061	2357.54	0	0	-11297.8	0	0	0	7000
4.633e+06	4633	2.45711	14742.6	158.359	2391.7	0	0	-11562.4	0	0	0	7000
